1497039823433048065,0.0
1497050381976809475,0.0
1497051481249394706,0.0
1497058571770634243,0.7
1497064099125116928,0.0
1497070846661251084,0.0
1497071022310232065,0.1875
1497074537774542848,0.15
1497076198861512704,0.5
1497083465509998598,-0.1416666666666667
1497084912796585985,0.0333333333333333
1497086470343073792,0.4333333333333333
1497090257501638659,0.0
1497102064220049408,0.0
1497105491729825828,0.0
1497106355819147264,-0.0916666666666666
1497107984597471233,0.0999999999999999
1497111129771810817,0.375
1497112896857206787,0.1363636363636363
1497118953390362624,0.55
1497122081774850048,0.0
1497141332996853760,0.0852272727272727
1497147090471899137,0.5499999999999999
1497147362648731652,0.0
1497156656509034496,0.525
1497161259216744469,0.0
1497167707824926878,-0.2159090909090908
1497168690013478930,0.3125
1497169239261786117,0.140625
1497171096738713601,0.0
1497179898716336131,1.0
1497181844705583106,-0.0499999999999999
1497181955804307466,-0.0499999999999999
1497182487612575745,-0.0499999999999999
1497182529379618816,-0.0499999999999999
1497182554084020225,-0.0499999999999999
1497185573190127624,-0.0499999999999999
1497185613375807500,-0.0499999999999999
1497185749648744475,-0.0499999999999999
1497187135962685468,-0.0499999999999999
1497187392209494034,0.0272727272727272
1497187768987914240,0.0
1497188087763509249,0.0
1497188562923626531,0.246590909090909
1497189105175871497,-0.1
1497190229891031056,-0.0499999999999999
1497195700974604288,0.0399999999999999
1497195711972081668,0.0
1497201953306300417,0.0
1497202133992554496,-0.1555555555555555
1497203700670111744,0.1363636363636363
1497208529983348739,0.0
1497211677955162115,0.0
1497213235807797259,-0.1777777777777778
1497213741716447234,0.0
1497214218914959364,-0.0501893939393939
1497215510374715396,-0.1777777777777778
1497217835231322116,0.2333333333333333
1497218655545094147,-0.1777777777777778
1497219677046587407,0.0666666666666666
1497220380590690308,0.0
1497224837449744388,0.5
1497225499877195783,-0.1777777777777778
1497225673030701059,0.0
1497225835283107844,0.0
1497227129255129092,-0.0333333333333333
1497229221869064202,0.0
1497230170838601730,-0.1
1497230228107808768,0.1999999999999999
1497230468613353477,-0.1555555555555555
1497231509379559428,0.0
1497231592481337346,-0.1555555555555555
1497231626589384709,-0.1555555555555555
1497231835490889728,-0.1555555555555555
1497231880030150667,-0.1402777777777777
1497231938012205057,-0.1555555555555555
1497232087191105545,0.125
1497232093482422276,0.0
1497232097605521411,-0.1402777777777777
1497232342754201605,-0.1402777777777777
1497232443283226627,-0.1402777777777777
1497232638670688256,0.09375
1497232859404410886,0.125
1497233102304780288,0.125
1497233453938614274,0.125
1497233677234880514,0.0
1497233865353613314,-0.2
1497234729686343682,0.0333333333333333
1497234940488044546,-0.1
1497235641179860992,0.0
1497235705386483716,-0.2
1497236194131910656,-0.1
1497236459882954752,-0.0499999999999999
1497236472533032961,-0.0499999999999999
1497236549842391040,0.0
1497236902016995332,0.0
1497237307262488580,0.0
1497237570022875139,-0.75
1497238844130803719,-0.0333333333333333
1497240041562726401,0.0
1497240095832739842,0.85
1497244701937831940,0.0
1497244845898965002,0.0
1497251460567863301,0.0
1497251621889261568,0.0
1497253493027090439,-0.1
1497253880614297606,-0.1
1497253890533830659,-0.0499999999999999
1497254387722375173,-0.2
1497254426712674310,-0.2
1497254522397339654,-0.0499999999999999
1497254562062819335,-0.0499999999999999
1497254764274278401,0.425
1497254785099128839,-0.1
1497255543890747395,-0.2
1497255983235706880,-0.1
1497256748117286918,-0.2
1497256923732840453,-0.1
1497256962165198850,-0.1
1497257577708728326,-0.1
1497257720508002314,-0.2
1497257934560108554,-0.2
1497258016642863105,-0.1
1497258336550539271,-0.2
1497258524744822791,-0.2
1497258734036389888,-0.125
1497258970825695236,0.0
1497258976320364546,0.0
1497259348137062402,-0.1
1497259480005943297,-0.1
1497259827030077446,-0.2
1497260220099219460,-0.1
1497260362210623500,-0.2
1497260499171520519,-0.2
1497260793074757642,-0.1777777777777778
1497262108911841285,-0.1777777777777778
1497262180672102402,-0.1777777777777778
1497262381860364294,-0.2
1497262696135368715,0.0
1497265257558982657,-0.1185185185185185
1497266205853302785,0.0
1497266543859798019,-0.1
1497267050921832459,-0.2
1497267288726286338,-0.1185185185185185
1497267910938615811,-0.0499999999999999
1497269043086114826,-0.1
1497269141941669894,-0.0499999999999999
1497269681664802825,0.0785714285714285
1497270060867624964,-0.2
1497270338861867008,-0.2
1497270700805132289,0.5
